SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,June-9-2025,Condo/Co-op,12505 NE 116th St Unit A10,Kirkland,WA,98034,407000,2,1.0,North Rose Hill,923,,1980,,441,489,Sold,,,https://www.redfin.com/WA/Kirkland/12505-NE-116th-St-98034/unit-A10/home/56104,NWMLS as Distributed by MLS Grid,2391648,N,Y,47.7035535,-122.1738674
PAST SALE,May-2-2025,Vacant Land,7532 123rd Ave NE,Kirkland,WA,98033,1325000,,,Rose Hill,,12196,,,,,Sold,,,https://www.redfin.com/WA/Kirkland/7532-123rd-Ave-NE-98033/home/517411,NWMLS as Distributed by MLS Grid,2343465,N,Y,47.6726345,-122.1756315
PAST SALE,August-15-2025,Condo/Co-op,935 1st St S #4,Kirkland,WA,98033,1300000,2,1.0,Kirkland,1065,,1963,,1221,475,Sold,,,https://www.redfin.com/WA/Kirkland/935-1st-St-S-98033/unit-4/home/21647,NWMLS as Distributed by MLS Grid,2409221,N,Y,47.668248,-122.2061295
PAST SALE,August-19-2025,Single Family Residential,13810 SE 51st Pl,Bellevue,WA,98006,1960000,4,3.0,Bellevue,3280,10800,1986,,598,,Sold,,,https://www.redfin.com/WA/Bellevue/13810-SE-51st-Pl-98006/home/239900,NWMLS as Distributed by MLS Grid,2401684,N,Y,47.5566909,-122.1554956
PAST SALE,April-30-2025,Condo/Co-op,4173 W Lake Sammamish Pkwy SE Unit A103,Bellevue,WA,98008,450000,2,1.5,Bellevue,891,,1981,,505,489,Sold,,,https://www.redfin.com/WA/Bellevue/4173-W-Lake-Sammamish-Pkwy-SE-98008/unit-A103/home/31902,NWMLS as Distributed by MLS Grid,2347614,N,Y,47.5702519,-122.102283
PAST SALE,May-29-2025,Townhouse,12601 Sunbreak Way NE,Redmond,WA,98053,980000,2,2.5,Redmond,1900,2984,2004,,516,340,Sold,,,https://www.redfin.com/WA/Redmond/12601-Sunbreak-Way-NE-98053/home/2064277,NWMLS as Distributed by MLS Grid,2371791,N,Y,47.711538,-122.034945
PAST SALE,April-29-2025,Single Family Residential,2412 176th Ct NE,Redmond,WA,98052,1650000,4,2.5,Idylwood,1860,12073,1985,,887,,Sold,,,https://www.redfin.com/WA/Redmond/2412-176th-Ct-NE-98052/home/503330,NWMLS as Distributed by MLS Grid,2333251,N,Y,47.6316475,-122.1047024
PAST SALE,June-5-2025,Single Family Residential,8659 233rd Pl NE,Redmond,WA,98053,1460000,3,2.5,Redmond Ridge,2120,3630,2004,,689,72,Sold,,,https://www.redfin.com/WA/Redmond/8659-233rd-Pl-NE-98053/home/2077544,NWMLS as Distributed by MLS Grid,2369152,N,Y,47.6796228,-122.030664
PAST SALE,May-16-2025,Single Family Residential,11067 Elliston Way NE,Redmond,WA,98053,860000,4,2.5,Redmond Ridge,1844,5340,2008,,466,97,Sold,,,https://www.redfin.com/WA/Redmond/11067-Elliston-Way-NE-98053/home/18659599,NWMLS as Distributed by MLS Grid,2363124,N,Y,47.6965505,-122.0259496
PAST SALE,May-20-2025,Single Family Residential,6276 119th Ave SE,Bellevue,WA,98006,1899000,5,3.0,Newport Hills,2990,5879,2014,,635,150,Sold,,,https://www.redfin.com/WA/Bellevue/6276-119th-Ave-SE-98006/home/55550592,NWMLS as Distributed by MLS Grid,2356679,N,Y,47.5466128,-122.1821254
PAST SALE,May-13-2025,Condo/Co-op,8808 Redmond Woodinville Rd NE Unit C201,Redmond,WA,98052,549000,2,2.0,Redmond,982,,2001,,559,632,Sold,,,https://www.redfin.com/WA/Redmond/8808-Redmond-Woodinville-Rd-NE-98052/unit-C201/home/2073975,NWMLS as Distributed by MLS Grid,2359934,N,Y,47.6812833,-122.1220685
PAST SALE,July-22-2025,Single Family Residential,13811 119th Ave NE,Kirkland,WA,98034,1249000,5,2.5,Kingsgate,2820,8400,1966,,443,63,Sold,,,https://www.redfin.com/WA/Kirkland/13811-119th-Ave-NE-98034/home/455411,NWMLS as Distributed by MLS Grid,2395232,N,Y,47.7240225,-122.181953
PAST SALE,May-8-2025,Single Family Residential,9831 NE 128th St,Kirkland,WA,98034,1007500,3,2.0,North Juanita,1420,7020,1969,,710,,Sold,,,https://www.redfin.com/WA/Kirkland/9831-NE-128th-St-98034/home/278849,NWMLS as Distributed by MLS Grid,2352276,N,Y,47.7146251,-122.2091223
PAST SALE,June-25-2025,Condo/Co-op,375 Kirkland Ave #216,Kirkland,WA,98033,954750,2,2.5,Downtown,1462,,2007,,653,963,Sold,,,https://www.redfin.com/WA/Kirkland/375-Kirkland-Ave-98033/unit-216/home/12092835,NWMLS as Distributed by MLS Grid,2383008,N,Y,47.6752781,-122.2009136
PAST SALE,September-11-2025,Single Family Residential,2109 168th Ave NE,Bellevue,WA,98008,1230000,3,2.0,Microsoft,1510,7622,1965,,815,,Sold,,,https://www.redfin.com/WA/Bellevue/2109-168th-Ave-NE-98008/home/433037,NWMLS as Distributed by MLS Grid,2415216,N,Y,47.6290323,-122.1157703
PAST SALE,April-17-2025,Single Family Residential,14252 92nd Ave NE,Kirkland,WA,98034,1296000,3,2.5,Finn Hill,2340,8267,1977,,554,,Sold,,,https://www.redfin.com/WA/Kirkland/14252-92nd-Ave-NE-98034/home/278892,NWMLS as Distributed by MLS Grid,2344899,N,Y,47.7301809,-122.2187431
PAST SALE,September-3-2025,Single Family Residential,2371 132nd Ave SE,Bellevue,WA,98005,1810000,5,3.5,Woodridge,2690,2502,1999,,673,100,Sold,,,https://www.redfin.com/WA/Bellevue/2371-132nd-Ave-SE-98005/home/509541,NWMLS as Distributed by MLS Grid,2416001,N,Y,47.589279,-122.1657327
PAST SALE,May-27-2025,Single Family Residential,9708 218th Pl NE,Redmond,WA,98053,1274000,3,2.5,Redmond,1900,53143,1988,,671,,Sold,,,https://www.redfin.com/WA/Redmond/9708-218th-Pl-NE-98053/home/446162,NWMLS as Distributed by MLS Grid,2361526,N,Y,47.6865491,-122.0471423
PAST SALE,July-22-2025,Single Family Residential,4812 158th Ct NE,Redmond,WA,98052,1801000,4,2.5,Redmond,2040,10057,1978,,883,,Sold,,,https://www.redfin.com/WA/Redmond/4812-158th-Ct-NE-98052/home/504147,NWMLS as Distributed by MLS Grid,2392620,N,Y,47.65262,-122.1289906
PAST SALE,August-12-2025,Single Family Residential,21630 NE 79th St,Redmond,WA,98053,2895000,4,3.5,Union Hill,3848,55962,2024,,752,,Sold,,,https://www.redfin.com/WA/Redmond/21630-NE-79th-St-98053/home/445230,NWMLS as Distributed by MLS Grid,2402566,N,Y,47.6743775,-122.0509616
PAST SALE,May-28-2025,Single Family Residential,13214 91st Pl NE,Kirkland,WA,98034,1415000,3,2.5,Kirkland,1968,9748,1969,,719,,Sold,,,https://www.redfin.com/WA/Kirkland/13214-91st-Pl-NE-98034/home/277550,NWMLS as Distributed by MLS Grid,2360772,N,Y,47.7190243,-122.2185697
PAST SALE,April-24-2025,Single Family Residential,511 7th Ave #102,Kirkland,WA,98033,1040000,2,2.0,Moss Bay,1382,1,2000,,753,914,Sold,,,https://www.redfin.com/WA/Kirkland/511-7th-Ave-98033/unit-102/home/33044,NWMLS as Distributed by MLS Grid,2346946,N,Y,47.6802898,-122.198517
PAST SALE,August-29-2025,Single Family Residential,223 19th Ave,Kirkland,WA,98033,1555000,4,3.0,Kirkland,1860,10012,1981,,836,,Sold,,,https://www.redfin.com/WA/Kirkland/223-19th-Ave-98033/home/461266,NWMLS as Distributed by MLS Grid,2408575,N,Y,47.6909733,-122.2058405
PAST SALE,June-23-2025,Townhouse,4171 145th Ave NE Unit G2,Bellevue,WA,98007,640000,2,2.5,Bridle Trails,1308,,1979,,489,658,Sold,,,https://www.redfin.com/WA/Bellevue/4171-145th-Ave-NE-98007/unit-G2/home/58946,NWMLS as Distributed by MLS Grid,2371053,N,Y,47.6475167,-122.1471555
PAST SALE,April-24-2025,Single Family Residential,12719 NE 80th Ln,Kirkland,WA,98033,1548000,3,2.5,Rose Hill,2400,10140,1975,,645,,Sold,,,https://www.redfin.com/WA/Kirkland/12719-NE-80th-Ln-98033/home/516905,NWMLS as Distributed by MLS Grid,2346599,N,Y,47.675861,-122.1703582
PAST SALE,September-23-2025,Single Family Residential,19460 NE Redmond Rd,Redmond,WA,98053,813000,3,1.0,Novelty Hill,1130,24700,1958,,719,,Sold,,,https://www.redfin.com/WA/Redmond/19460-NE-Redmond-Rd-98053/home/444932,NWMLS as Distributed by MLS Grid,2422564,N,Y,47.6918438,-122.0802474
PAST SALE,June-20-2025,Single Family Residential,5003 120th Ave SE,Bellevue,WA,98006,1560000,6,3.0,Newport Hills,2650,10342,1970,,589,,Sold,,,https://www.redfin.com/WA/Bellevue/5003-120th-Ave-SE-98006/home/415968,NWMLS as Distributed by MLS Grid,2378890,N,Y,47.5581868,-122.177778
PAST SALE,April-11-2025,Single Family Residential,6225 123rd Ave SE,Bellevue,WA,98006,1270000,4,3.0,Newport Hills,2140,12005,1962,,593,,Sold,,,https://www.redfin.com/WA/Bellevue/6225-123rd-Ave-SE-98006/home/414242,NWMLS as Distributed by MLS Grid,2336179,N,Y,47.5467418,-122.1760577
PAST SALE,May-19-2025,Single Family Residential,13518 92nd Pl NE,Kirkland,WA,98034,1000000,3,1.5,Finn Hill,1580,7178,1974,,633,,Sold,,,https://www.redfin.com/WA/Kirkland/13518-92nd-Pl-NE-98034/home/279292,NWMLS as Distributed by MLS Grid,2360110,N,Y,47.721073,-122.2175398
PAST SALE,July-29-2025,Single Family Residential,16102 NE 107th Ct,Redmond,WA,98052,1155000,3,3.0,Education Hill,1440,6853,1980,,802,,Sold,,,https://www.redfin.com/WA/Redmond/16102-NE-107th-Ct-98052/home/324278,NWMLS as Distributed by MLS Grid,2396997,N,Y,47.6967063,-122.1244766
PAST SALE,July-3-2025,Single Family Residential,26708 NE 40th St,Redmond,WA,98053,950000,3,1.5,Redmond,1730,43472,1984,,549,,Sold,,,https://www.redfin.com/WA/Redmond/26708-NE-40th-St-98053/home/446855,NWMLS as Distributed by MLS Grid,2382937,N,Y,47.64459,-121.9824568
PAST SALE,May-13-2025,Condo/Co-op,831 126th Pl NE Unit B107,Bellevue,WA,98005,410000,1,1.0,Bellevue,794,,1969,,516,491,Sold,,,https://www.redfin.com/WA/Bellevue/831-126th-Pl-NE-98005/unit-B107/home/13865,NWMLS as Distributed by MLS Grid,2355091,N,Y,47.6178719,-122.1713456
PAST SALE,June-20-2025,Condo/Co-op,30 6th St,Kirkland,WA,98033,2240000,4,3.5,Kirkland,3010,,2019,,744,243,Sold,,,https://www.redfin.com/WA/Kirkland/30-6th-St-98033/home/166965629,NWMLS as Distributed by MLS Grid,2370749,N,Y,47.6761495,-122.1965301
PAST SALE,April-24-2025,Single Family Residential,11612 NE 74th St,Kirkland,WA,98033,1405000,4,3.0,Rose Hill,2060,6600,1976,,682,,Sold,,,https://www.redfin.com/WA/Kirkland/11612-NE-74th-St-98033/home/516185,NWMLS as Distributed by MLS Grid,2339121,N,Y,47.6712776,-122.1850594
PAST SALE,April-8-2025,Condo/Co-op,6260 139th Ave NE #73,Redmond,WA,98052,540000,2,2.0,Bridle Trails,1143,,1969,,472,678,Sold,,,https://www.redfin.com/WA/Redmond/6260-139th-Ave-NE-98052/unit-73/home/1035,NWMLS as Distributed by MLS Grid,2338223,N,Y,47.662539,-122.1539379
PAST SALE,August-14-2025,Single Family Residential,12512 SE 70th St,Newcastle,WA,98056,950000,4,4.0,Newcastle,2550,7577,1967,,373,,Sold,,,https://www.redfin.com/WA/Newcastle/12512-SE-70th-St-98056/home/413872,NWMLS as Distributed by MLS Grid,2390549,N,Y,47.5401402,-122.1732409
PAST SALE,August-28-2025,Condo/Co-op,12505 NE 116th St Unit A26,Kirkland,WA,98034,330000,1,1.0,North Rose Hill,707,,1980,,467,383,Sold,,,https://www.redfin.com/WA/Kirkland/12505-NE-116th-St-98034/unit-A26/home/43792,NWMLS as Distributed by MLS Grid,2409094,N,Y,47.7035535,-122.1738674
PAST SALE,June-2-2025,Condo/Co-op,11008 NE 68th St #721,Kirkland,WA,98033,277500,1,1.0,Everest Park,616,,1968,,450,362,Sold,,,https://www.redfin.com/WA/Kirkland/11008-NE-68th-St-98033/unit-721/home/61212,NWMLS as Distributed by MLS Grid,2358978,N,Y,47.6672306,-122.1932134
PAST SALE,May-22-2025,Condo/Co-op,12719 NE 116th St Unit E102,Kirkland,WA,98034,425000,2,1.0,North Rose Hill,880,,1981,,483,441,Sold,,,https://www.redfin.com/WA/Kirkland/12719-NE-116th-St-98034/unit-E102/home/191557325,NWMLS as Distributed by MLS Grid,2351652,N,Y,47.7038983,-122.1710397
PAST SALE,September-4-2025,Single Family Residential,12575 SE 52nd St,Bellevue,WA,98006,1270000,4,3.0,Newport Hills,2665,8314,1961,,477,,Sold,,,https://www.redfin.com/WA/Bellevue/12575-SE-52nd-St-98006/home/414141,NWMLS as Distributed by MLS Grid,2397573,N,Y,47.5547031,-122.1706333
PAST SALE,July-2-2025,Single Family Residential,12224 SE 39th St,Bellevue,WA,98006,1260000,3,3.0,Greenwich Crest,1870,10200,1997,,674,,Sold,,,https://www.redfin.com/WA/Bellevue/12224-SE-39th-St-98006/home/233849,NWMLS as Distributed by MLS Grid,2371511,N,Y,47.5759783,-122.175875
